OSD.flyTime [s],CUSTOM.updateTime,OSD.latitude,OSD.longitude,OSD.altitude [m],OSD.speed [m/s],OSD.vSpeed [m/s],OSD.heading,BATTERY.chargeLevel [%],BATTERY.temperature [°C],OSD.flycState
2160,2024-01-15T10:36:00Z,51.509,-0.1287918,49.24,4.45,-0.071,130,99.2,35.0,AutoFlight
2161,2024-01-15T10:36:01Z,51.5090167,-0.1287938,51.36,5.26,-0.246,130,99.2,34.9,AutoFlight
2162,2024-01-15T10:36:02Z,51.5090333,-0.1287955,49.31,5.14,-0.034,130,99.2,35.2,AutoFlight
2163,2024-01-15T10:36:03Z,51.50905,-0.1287969,50.52,4.88,-0.165,130,99.2,34.8,AutoFlight
2164,2024-01-15T10:36:04Z,51.5090667,-0.1287981,50.5,5.17,-0.019,130,99.2,35.3,AutoFlight
2165,2024-01-15T10:36:05Z,51.5090833,-0.128799,49.92,4.61,0.017,130,99.2,35.4,AutoFlight
2166,2024-01-15T10:36:06Z,51.5091,-0.1287996,51.05,4.82,0.012,130,99.2,34.9,AutoFlight
2167,2024-01-15T10:36:07Z,51.5091167,-0.1287999,48.92,5.1,-0.094,130,99.2,35.0,AutoFlight
2168,2024-01-15T10:36:08Z,51.5091333,-0.1288,49.47,4.82,-0.006,130,99.2,35.0,AutoFlight
2169,2024-01-15T10:36:09Z,51.50915,-0.1287998,50.4,4.88,-0.028,130,99.2,35.1,AutoFlight
2170,2024-01-15T10:36:10Z,51.5091667,-0.1287993,49.66,5.01,-0.058,130,99.2,34.9,AutoFlight
2171,2024-01-15T10:36:11Z,51.5091833,-0.1287985,50.66,5.24,0.082,130,99.2,35.5,AutoFlight
2172,2024-01-15T10:36:12Z,51.5092,-0.1287974,50.12,5.3,-0.032,130,99.2,35.4,AutoFlight
2173,2024-01-15T10:36:13Z,51.5092167,-0.1287961,50.6,5.5,0.083,130,99.2,35.2,AutoFlight
2174,2024-01-15T10:36:14Z,51.5092333,-0.1287945,50.25,4.85,-0.065,130,99.2,35.3,AutoFlight
2175,2024-01-15T10:36:15Z,51.50925,-0.1287926,48.97,5.47,0.021,130,99.2,35.2,AutoFlight
2176,2024-01-15T10:36:16Z,51.5092667,-0.1287904,50.78,5.08,-0.008,130,99.2,33.8,AutoFlight
2177,2024-01-15T10:36:17Z,51.5092833,-0.128788,50.28,5.17,-0.147,130,99.2,35.0,AutoFlight
2178,2024-01-15T10:36:18Z,51.5093,-0.1287853,49.92,5.31,-0.171,130,99.2,34.6,AutoFlight
2179,2024-01-15T10:36:19Z,51.5093167,-0.1287823,49.84,4.74,0.019,130,99.2,33.8,AutoFlight
2180,2024-01-15T10:36:20Z,51.5093333,-0.1287791,48.19,4.99,0.055,130,99.2,34.4,AutoFlight
2181,2024-01-15T10:36:21Z,51.50935,-0.1287755,50.29,5.09,0.058,130,99.2,34.9,AutoFlight
2182,2024-01-15T10:36:22Z,51.5093667,-0.1287717,48.63,5.0,0.013,130,99.2,35.6,AutoFlight
2183,2024-01-15T10:36:23Z,51.5093833,-0.1287677,48.8,5.69,-0.008,130,99.2,34.3,AutoFlight
2184,2024-01-15T10:36:24Z,51.5094,-0.1287633,49.77,5.34,0.005,130,99.2,34.4,AutoFlight
2185,2024-01-15T10:36:25Z,51.5094167,-0.1287587,50.55,5.29,0.001,130,99.2,35.6,AutoFlight
2186,2024-01-15T10:36:26Z,51.5094333,-0.1287538,51.69,4.27,0.003,130,99.2,35.7,AutoFlight
2187,2024-01-15T10:36:27Z,51.50945,-0.1287487,50.4,5.45,0.057,130,99.2,34.0,AutoFlight
2188,2024-01-15T10:36:28Z,51.5094667,-0.1287433,49.49,5.0,0.134,130,99.2,34.7,AutoFlight
2189,2024-01-15T10:36:29Z,51.5094833,-0.1287376,49.62,4.84,0.019,130,99.2,34.8,AutoFlight
2190,2024-01-15T10:36:30Z,51.5095,-0.1287317,51.84,4.96,-0.124,130,99.2,35.0,AutoFlight
2191,2024-01-15T10:36:31Z,51.5095167,-0.1287255,50.22,5.05,-0.071,130,99.2,34.9,AutoFlight
2192,2024-01-15T10:36:32Z,51.5095333,-0.1287191,49.61,4.84,-0.059,130,99.2,35.2,AutoFlight
2193,2024-01-15T10:36:33Z,51.50955,-0.1287124,48.85,4.97,-0.026,130,99.2,35.0,AutoFlight
2194,2024-01-15T10:36:34Z,51.5095667,-0.1287055,49.86,5.27,-0.076,130,99.2,34.9,AutoFlight
2195,2024-01-15T10:36:35Z,51.5095833,-0.1286983,50.22,5.03,0.156,130,99.2,34.9,AutoFlight
2196,2024-01-15T10:36:36Z,51.5096,-0.1286908,50.21,5.33,0.039,130,99.2,34.5,AutoFlight
2197,2024-01-15T10:36:37Z,51.5096167,-0.1286831,50.78,5.67,-0.056,130,99.2,35.0,AutoFlight
2198,2024-01-15T10:36:38Z,51.5096333,-0.1286752,50.11,5.03,-0.189,130,99.2,34.3,AutoFlight
2199,2024-01-15T10:36:39Z,51.50965,-0.128667,49.36,5.43,-0.112,130,99.2,35.3,AutoFlight
2200,2024-01-15T10:36:40Z,51.5096667,-0.1286586,49.24,4.95,-0.04,130,99.2,34.3,AutoFlight
2201,2024-01-15T10:36:41Z,51.5096833,-0.1286499,48.75,5.42,0.112,130,99.2,35.2,AutoFlight
2202,2024-01-15T10:36:42Z,51.5097,-0.128641,50.77,5.27,0.124,130,99.2,34.2,AutoFlight
2203,2024-01-15T10:36:43Z,51.5097167,-0.1286319,50.46,5.44,0.035,130,99.2,34.5,AutoFlight
2204,2024-01-15T10:36:44Z,51.5097333,-0.1286225,49.3,4.92,-0.047,130,99.2,33.1,AutoFlight
2205,2024-01-15T10:36:45Z,51.50975,-0.1286129,50.38,5.46,0.063,130,99.2,34.6,AutoFlight
2206,2024-01-15T10:36:46Z,51.5097667,-0.1286031,49.42,4.93,0.14,130,99.2,33.8,AutoFlight
2207,2024-01-15T10:36:47Z,51.5097833,-0.128593,51.81,4.55,0.086,130,99.2,34.2,AutoFlight
2208,2024-01-15T10:36:48Z,51.5098,-0.1285828,49.64,4.35,0.095,130,99.2,34.7,AutoFlight
2209,2024-01-15T10:36:49Z,51.5098167,-0.1285723,50.86,4.85,0.134,130,99.2,34.6,AutoFlight
2210,2024-01-15T10:36:50Z,51.5098333,-0.1285616,49.86,4.85,0.124,130,99.2,34.7,AutoFlight
2211,2024-01-15T10:36:51Z,51.50985,-0.1285507,50.34,4.56,-0.006,130,99.2,34.0,AutoFlight
2212,2024-01-15T10:36:52Z,51.5098667,-0.1285396,49.36,4.44,0.059,130,99.2,34.4,AutoFlight
2213,2024-01-15T10:36:53Z,51.5098833,-0.1285283,50.0,4.7,0.019,130,99.2,33.9,AutoFlight
2214,2024-01-15T10:36:54Z,51.5099,-0.1285167,49.93,5.19,0.038,130,99.2,34.7,AutoFlight
2215,2024-01-15T10:36:55Z,51.5099167,-0.128505,49.46,4.42,0.028,130,99.2,33.9,AutoFlight
2216,2024-01-15T10:36:56Z,51.5099333,-0.1284931,49.74,4.65,-0.023,130,99.2,34.7,AutoFlight
2217,2024-01-15T10:36:57Z,51.50995,-0.128481,49.74,4.63,0.015,130,99.2,34.5,AutoFlight
2218,2024-01-15T10:36:58Z,51.5099667,-0.1284687,50.02,5.08,0.124,130,99.2,35.2,AutoFlight
2219,2024-01-15T10:36:59Z,51.5099833,-0.1284562,50.57,4.89,0.036,130,99.2,33.7,AutoFlight
2220,2024-01-15T10:37:00Z,51.51,-0.1284435,50.01,5.56,-0.005,130,99.2,34.4,AutoFlight
2221,2024-01-15T10:37:01Z,51.5100167,-0.1284307,49.37,5.33,-0.028,130,99.2,34.5,AutoFlight
2222,2024-01-15T10:37:02Z,51.5100333,-0.1284177,49.72,4.64,-0.018,130,99.2,33.8,AutoFlight
2223,2024-01-15T10:37:03Z,51.51005,-0.1284045,49.46,4.83,0.172,130,99.2,34.6,AutoFlight
2224,2024-01-15T10:37:04Z,51.5100667,-0.1283911,50.25,4.81,0.061,130,99.2,34.2,AutoFlight
2225,2024-01-15T10:37:05Z,51.5100833,-0.1283776,50.98,4.93,0.172,130,99.2,34.2,AutoFlight
2226,2024-01-15T10:37:06Z,51.5101,-0.1283639,50.07,4.86,-0.003,130,99.2,33.8,AutoFlight
2227,2024-01-15T10:37:07Z,51.5101167,-0.1283501,49.08,4.5,-0.084,130,99.2,33.8,AutoFlight
2228,2024-01-15T10:37:08Z,51.5101333,-0.1283361,50.23,4.81,-0.016,130,99.2,34.9,AutoFlight
2229,2024-01-15T10:37:09Z,51.51015,-0.1283219,50.47,4.53,0.041,130,99.2,34.6,AutoFlight
2230,2024-01-15T10:37:10Z,51.5101667,-0.1283076,49.89,4.72,0.036,130,99.2,34.1,AutoFlight
2231,2024-01-15T10:37:11Z,51.5101833,-0.1282932,50.21,5.17,0.042,130,99.2,34.0,AutoFlight
2232,2024-01-15T10:37:12Z,51.5102,-0.1282786,48.71,5.03,-0.012,130,99.2,34.1,AutoFlight
2233,2024-01-15T10:37:13Z,51.5102167,-0.1282639,50.26,5.16,-0.108,130,99.2,34.6,AutoFlight
2234,2024-01-15T10:37:14Z,51.5102333,-0.1282491,50.28,5.05,0.007,130,99.2,35.3,AutoFlight
2235,2024-01-15T10:37:15Z,51.51025,-0.1282342,50.36,4.97,-0.159,130,99.2,34.0,AutoFlight
2236,2024-01-15T10:37:16Z,51.5102667,-0.1282191,50.39,4.62,-0.015,130,99.2,34.2,AutoFlight
2237,2024-01-15T10:37:17Z,51.5102833,-0.1282039,50.63,4.55,-0.018,130,99.2,34.0,AutoFlight
2238,2024-01-15T10:37:18Z,51.5103,-0.1281886,50.0,5.13,0.088,130,99.2,34.7,AutoFlight
2239,2024-01-15T10:37:19Z,51.5103167,-0.1281732,52.08,5.07,0.046,130,99.2,34.1,AutoFlight
2240,2024-01-15T10:37:20Z,51.5103333,-0.1281577,49.94,4.73,-0.018,130,99.2,33.8,AutoFlight
2241,2024-01-15T10:37:21Z,51.51035,-0.1281421,48.98,5.05,-0.056,130,99.2,34.2,AutoFlight
2242,2024-01-15T10:37:22Z,51.5103667,-0.1281264,49.77,5.15,0.144,130,99.2,34.4,AutoFlight
2243,2024-01-15T10:37:23Z,51.5103833,-0.1281106,49.71,4.89,0.021,130,99.2,33.9,AutoFlight
2244,2024-01-15T10:37:24Z,51.5104,-0.1280947,49.72,5.34,0.029,130,99.2,33.8,AutoFlight
2245,2024-01-15T10:37:25Z,51.5104167,-0.1280787,50.15,4.97,-0.051,130,99.2,34.2,AutoFlight
2246,2024-01-15T10:37:26Z,51.5104333,-0.1280627,49.68,4.82,0.071,130,99.2,33.7,AutoFlight
2247,2024-01-15T10:37:27Z,51.51045,-0.1280465,51.11,4.63,0.046,130,99.2,34.2,AutoFlight
2248,2024-01-15T10:37:28Z,51.5104667,-0.1280304,50.29,5.09,0.09,130,99.2,33.9,AutoFlight
2249,2024-01-15T10:37:29Z,51.5104833,-0.1280141,49.7,4.9,0.199,130,99.2,33.5,AutoFlight
2250,2024-01-15T10:37:30Z,51.5105,-0.1279978,50.86,4.75,0.054,130,99.2,34.6,AutoFlight
2251,2024-01-15T10:37:31Z,51.5105167,-0.1279814,49.02,4.73,0.087,130,99.2,34.6,AutoFlight
2252,2024-01-15T10:37:32Z,51.5105333,-0.127965,49.53,5.52,-0.027,130,99.2,34.2,AutoFlight
2253,2024-01-15T10:37:33Z,51.51055,-0.1279486,51.02,4.78,0.166,130,99.2,33.6,AutoFlight
2254,2024-01-15T10:37:34Z,51.5105667,-0.1279321,49.92,4.88,0.233,130,99.2,34.0,AutoFlight
2255,2024-01-15T10:37:35Z,51.5105833,-0.1279155,50.69,5.35,-0.043,130,99.2,34.4,AutoFlight
2256,2024-01-15T10:37:36Z,51.5106,-0.1278989,49.75,4.48,-0.037,130,99.2,34.0,AutoFlight
2257,2024-01-15T10:37:37Z,51.5106167,-0.1278824,48.21,4.64,-0.008,130,99.2,34.1,AutoFlight
2258,2024-01-15T10:37:38Z,51.5106333,-0.1278657,50.51,4.99,-0.066,130,99.2,34.2,AutoFlight
2259,2024-01-15T10:37:39Z,51.51065,-0.1278491,48.91,5.21,-0.152,130,99.2,34.3,AutoFlight
2260,2024-01-15T10:37:40Z,51.5106667,-0.1278324,49.28,5.47,-0.043,130,99.2,33.6,AutoFlight
2261,2024-01-15T10:37:41Z,51.5106833,-0.1278158,49.18,5.17,-0.121,130,99.2,33.7,AutoFlight
2262,2024-01-15T10:37:42Z,51.5107,-0.1277991,50.34,4.73,-0.091,130,99.2,33.6,AutoFlight
2263,2024-01-15T10:37:43Z,51.5107167,-0.1277824,48.91,4.78,-0.002,130,99.2,33.1,AutoFlight
2264,2024-01-15T10:37:44Z,51.5107333,-0.1277658,50.01,5.02,0.019,130,99.2,33.8,AutoFlight
2265,2024-01-15T10:37:45Z,51.51075,-0.1277491,48.12,4.73,0.031,130,99.2,33.7,AutoFlight
2266,2024-01-15T10:37:46Z,51.5107667,-0.1277325,49.09,5.47,0.124,130,99.2,33.1,AutoFlight
2267,2024-01-15T10:37:47Z,51.5107833,-0.1277159,49.88,5.16,0.162,130,99.2,32.7,AutoFlight
2268,2024-01-15T10:37:48Z,51.5108,-0.1276993,50.51,4.88,0.016,130,99.2,33.6,AutoFlight
2269,2024-01-15T10:37:49Z,51.5108167,-0.1276827,51.33,5.58,-0.028,130,99.2,33.3,AutoFlight
2270,2024-01-15T10:37:50Z,51.5108333,-0.1276662,52.04,5.13,-0.108,130,99.2,34.3,AutoFlight
2271,2024-01-15T10:37:51Z,51.51085,-0.1276497,49.84,4.9,0.106,130,99.2,32.9,AutoFlight
2272,2024-01-15T10:37:52Z,51.5108667,-0.1276332,50.75,5.05,0.035,130,99.2,33.8,AutoFlight
2273,2024-01-15T10:37:53Z,51.5108833,-0.1276168,48.67,4.77,0.037,130,99.2,34.0,AutoFlight
2274,2024-01-15T10:37:54Z,51.5109,-0.1276005,49.95,4.5,-0.027,130,99.2,33.3,AutoFlight
2275,2024-01-15T10:37:55Z,51.5109167,-0.1275842,49.38,5.14,0.03,130,99.2,32.9,AutoFlight
2276,2024-01-15T10:37:56Z,51.5109333,-0.1275679,49.89,5.17,0.019,130,99.2,33.6,AutoFlight
2277,2024-01-15T10:37:57Z,51.51095,-0.1275517,50.01,4.65,0.189,130,99.2,33.7,AutoFlight
2278,2024-01-15T10:37:58Z,51.5109667,-0.1275356,49.3,4.45,-0.177,130,99.2,33.3,AutoFlight
2279,2024-01-15T10:37:59Z,51.5109833,-0.1275196,50.83,4.83,-0.027,130,99.2,33.1,AutoFlight
2280,2024-01-15T10:38:00Z,51.5112,-0.1275036,51.19,5.67,-0.274,135,99.2,33.4,AutoFlight
2281,2024-01-15T10:38:01Z,51.5111833,-0.1274878,50.39,5.15,-0.052,135,99.2,33.4,AutoFlight
2282,2024-01-15T10:38:02Z,51.5111667,-0.127472,50.54,5.45,-0.179,135,99.2,33.3,AutoFlight
2283,2024-01-15T10:38:03Z,51.51115,-0.1274563,50.37,4.69,-0.055,135,99.2,34.3,AutoFlight
2284,2024-01-15T10:38:04Z,51.5111333,-0.1274407,50.22,4.84,0.047,135,99.2,32.9,AutoFlight
2285,2024-01-15T10:38:05Z,51.5111167,-0.1274252,50.13,5.14,0.12,135,99.2,33.9,AutoFlight
2286,2024-01-15T10:38:06Z,51.5111,-0.1274098,50.11,4.94,-0.025,135,99.2,34.2,AutoFlight
2287,2024-01-15T10:38:07Z,51.5110833,-0.1273945,50.99,5.16,0.004,135,99.2,33.1,AutoFlight
2288,2024-01-15T10:38:08Z,51.5110667,-0.1273793,48.92,4.86,0.078,135,99.2,33.6,AutoFlight
2289,2024-01-15T10:38:09Z,51.51105,-0.1273642,51.02,4.94,-0.163,135,99.2,33.2,AutoFlight
2290,2024-01-15T10:38:10Z,51.5110333,-0.1273493,50.67,5.07,0.012,135,99.2,33.5,AutoFlight
2291,2024-01-15T10:38:11Z,51.5110167,-0.1273345,49.6,5.19,-0.053,135,99.2,33.7,AutoFlight
2292,2024-01-15T10:38:12Z,51.511,-0.1273198,50.01,4.52,0.154,135,99.2,33.4,AutoFlight
2293,2024-01-15T10:38:13Z,51.5109833,-0.1273052,50.67,5.18,-0.002,135,99.2,33.2,AutoFlight
2294,2024-01-15T10:38:14Z,51.5109667,-0.1272908,50.16,4.84,-0.084,135,99.2,33.2,AutoFlight
2295,2024-01-15T10:38:15Z,51.51095,-0.1272766,48.66,4.7,-0.014,135,99.2,33.7,AutoFlight
2296,2024-01-15T10:38:16Z,51.5109333,-0.1272624,48.38,5.14,0.133,135,99.2,33.9,AutoFlight
2297,2024-01-15T10:38:17Z,51.5109167,-0.1272484,51.09,4.64,-0.097,135,99.2,32.7,AutoFlight
2298,2024-01-15T10:38:18Z,51.5109,-0.1272346,51.09,5.65,-0.161,135,99.2,33.3,AutoFlight
2299,2024-01-15T10:38:19Z,51.5108833,-0.127221,48.93,4.44,-0.095,135,99.2,34.1,AutoFlight
2300,2024-01-15T10:38:20Z,51.5108667,-0.1272074,49.6,5.24,0.066,135,99.2,33.0,AutoFlight
2301,2024-01-15T10:38:21Z,51.51085,-0.1271941,51.07,4.67,-0.052,135,99.2,33.6,AutoFlight
2302,2024-01-15T10:38:22Z,51.5108333,-0.1271809,49.76,4.92,0.081,135,99.2,33.9,AutoFlight
2303,2024-01-15T10:38:23Z,51.5108167,-0.1271679,48.55,5.01,0.126,135,99.2,34.1,AutoFlight
2304,2024-01-15T10:38:24Z,51.5108,-0.1271551,47.98,4.77,0.008,135,99.1,33.1,AutoFlight
2305,2024-01-15T10:38:25Z,51.5107833,-0.1271425,50.58,5.15,0.054,135,99.1,33.2,AutoFlight
2306,2024-01-15T10:38:26Z,51.5107667,-0.12713,49.86,5.28,0.053,135,99.1,33.5,AutoFlight
2307,2024-01-15T10:38:27Z,51.51075,-0.1271177,50.08,4.77,-0.076,135,99.1,33.4,AutoFlight
2308,2024-01-15T10:38:28Z,51.5107333,-0.1271056,50.83,4.7,0.033,135,99.1,33.5,AutoFlight
2309,2024-01-15T10:38:29Z,51.5107167,-0.1270937,49.79,4.96,0.064,135,99.1,32.9,AutoFlight
2310,2024-01-15T10:38:30Z,51.5107,-0.127082,51.11,4.48,0.066,135,99.1,33.6,AutoFlight
2311,2024-01-15T10:38:31Z,51.5106833,-0.1270705,51.11,4.39,-0.106,135,99.1,33.8,AutoFlight
2312,2024-01-15T10:38:32Z,51.5106667,-0.1270592,49.38,4.99,0.107,135,99.1,32.7,AutoFlight
2313,2024-01-15T10:38:33Z,51.51065,-0.1270481,49.17,4.7,-0.004,135,99.1,32.8,AutoFlight
2314,2024-01-15T10:38:34Z,51.5106333,-0.1270373,50.04,4.97,0.05,135,99.1,32.9,AutoFlight
2315,2024-01-15T10:38:35Z,51.5106167,-0.1270266,50.44,5.25,0.089,135,99.1,33.4,AutoFlight
2316,2024-01-15T10:38:36Z,51.5106,-0.1270161,49.66,5.03,-0.14,135,99.1,33.3,AutoFlight
2317,2024-01-15T10:38:37Z,51.5105833,-0.1270059,50.72,4.8,0.139,135,99.1,33.6,AutoFlight
2318,2024-01-15T10:38:38Z,51.5105667,-0.1269959,51.57,4.66,0.008,135,99.1,32.8,AutoFlight
2319,2024-01-15T10:38:39Z,51.51055,-0.1269861,49.67,5.23,0.115,135,99.1,33.1,AutoFlight
2320,2024-01-15T10:38:40Z,51.5105333,-0.1269765,49.73,4.67,-0.005,135,99.1,33.3,AutoFlight
2321,2024-01-15T10:38:41Z,51.5105167,-0.1269672,50.5,5.28,-0.056,135,99.1,32.8,AutoFlight
2322,2024-01-15T10:38:42Z,51.5105,-0.126958,51.06,5.08,-0.171,135,99.1,33.9,AutoFlight
2323,2024-01-15T10:38:43Z,51.5104833,-0.1269492,49.45,5.24,-0.033,135,99.1,33.1,AutoFlight
2324,2024-01-15T10:38:44Z,51.5104667,-0.1269405,51.33,4.45,-0.032,135,99.1,32.7,AutoFlight
2325,2024-01-15T10:38:45Z,51.51045,-0.1269321,49.78,4.91,0.092,135,99.1,33.3,AutoFlight
2326,2024-01-15T10:38:46Z,51.5104333,-0.126924,49.62,5.45,0.084,135,99.1,32.6,AutoFlight
2327,2024-01-15T10:38:47Z,51.5104167,-0.1269161,49.7,4.8,0.021,135,99.1,32.9,AutoFlight
2328,2024-01-15T10:38:48Z,51.5104,-0.1269084,50.6,4.84,0.001,135,99.1,32.7,AutoFlight
2329,2024-01-15T10:38:49Z,51.5103833,-0.126901,49.51,5.25,-0.151,135,99.1,33.1,AutoFlight
2330,2024-01-15T10:38:50Z,51.5103667,-0.1268938,50.66,5.39,-0.094,135,99.1,33.6,AutoFlight
2331,2024-01-15T10:38:51Z,51.51035,-0.1268869,49.91,5.03,0.028,135,99.1,32.3,AutoFlight
2332,2024-01-15T10:38:52Z,51.5103333,-0.1268802,51.05,5.21,-0.066,135,99.1,32.7,AutoFlight
2333,2024-01-15T10:38:53Z,51.5103167,-0.1268738,51.88,4.94,-0.007,135,99.1,32.2,AutoFlight
2334,2024-01-15T10:38:54Z,51.5103,-0.1268676,49.81,5.16,-0.055,135,99.1,33.0,AutoFlight
2335,2024-01-15T10:38:55Z,51.5102833,-0.1268617,50.26,4.89,0.1,135,99.1,32.8,AutoFlight
2336,2024-01-15T10:38:56Z,51.5102667,-0.1268561,49.93,5.0,-0.18,135,99.1,33.2,AutoFlight
2337,2024-01-15T10:38:57Z,51.51025,-0.1268507,50.62,5.23,0.044,135,99.1,32.9,AutoFlight
2338,2024-01-15T10:38:58Z,51.5102333,-0.1268456,50.44,5.82,-0.11,135,99.1,33.2,AutoFlight
2339,2024-01-15T10:38:59Z,51.5102167,-0.1268408,50.39,5.25,-0.143,135,99.1,33.9,AutoFlight
2340,2024-01-15T10:39:00Z,51.5102,-0.1268362,51.03,4.93,0.183,135,99.1,33.0,AutoFlight
2341,2024-01-15T10:39:01Z,51.5101833,-0.1268319,51.7,5.06,-0.201,135,99.1,32.9,AutoFlight
2342,2024-01-15T10:39:02Z,51.5101667,-0.1268279,49.64,4.59,-0.099,135,99.1,33.0,AutoFlight
2343,2024-01-15T10:39:03Z,51.51015,-0.1268241,49.4,5.3,-0.168,135,99.1,32.7,AutoFlight
2344,2024-01-15T10:39:04Z,51.5101333,-0.1268206,50.38,5.12,-0.056,135,99.1,33.0,AutoFlight
2345,2024-01-15T10:39:05Z,51.5101167,-0.1268174,49.17,4.79,-0.142,135,99.1,33.5,AutoFlight
2346,2024-01-15T10:39:06Z,51.5101,-0.1268144,49.68,4.7,-0.029,135,99.1,33.5,AutoFlight
2347,2024-01-15T10:39:07Z,51.5100833,-0.1268117,51.41,4.73,0.181,135,99.1,32.8,AutoFlight
2348,2024-01-15T10:39:08Z,51.5100667,-0.1268093,50.92,5.26,-0.077,135,99.1,32.4,AutoFlight
2349,2024-01-15T10:39:09Z,51.51005,-0.1268072,48.66,5.01,0.041,135,99.1,32.7,AutoFlight
2350,2024-01-15T10:39:10Z,51.5100333,-0.1268053,49.01,5.14,0.081,135,99.1,32.8,AutoFlight
2351,2024-01-15T10:39:11Z,51.5100167,-0.1268037,49.5,5.1,-0.094,135,99.1,32.9,AutoFlight
2352,2024-01-15T10:39:12Z,51.51,-0.1268024,50.3,5.32,0.186,135,99.1,33.7,AutoFlight
2353,2024-01-15T10:39:13Z,51.5099833,-0.1268014,50.71,4.84,0.067,135,99.1,32.0,AutoFlight
2354,2024-01-15T10:39:14Z,51.5099667,-0.1268007,49.99,4.96,-0.05,135,99.1,33.0,AutoFlight
2355,2024-01-15T10:39:15Z,51.50995,-0.1268002,49.66,5.6,-0.017,135,99.1,33.6,AutoFlight
2356,2024-01-15T10:39:16Z,51.5099333,-0.1268,50.23,4.7,0.011,135,99.1,33.7,AutoFlight
2357,2024-01-15T10:39:17Z,51.5099167,-0.1268001,49.88,5.03,0.055,135,99.1,33.1,AutoFlight
2358,2024-01-15T10:39:18Z,51.5099,-0.1268005,50.6,4.49,-0.073,135,99.1,32.4,AutoFlight
2359,2024-01-15T10:39:19Z,51.5098833,-0.1268011,52.43,4.76,0.014,135,99.1,34.0,AutoFlight
2360,2024-01-15T10:39:20Z,51.5098667,-0.126802,50.41,5.4,0.085,135,99.1,31.8,AutoFlight
2361,2024-01-15T10:39:21Z,51.50985,-0.1268032,49.63,4.93,-0.18,135,99.1,31.6,AutoFlight
2362,2024-01-15T10:39:22Z,51.5098333,-0.1268047,50.8,5.58,-0.107,135,99.1,32.5,AutoFlight
2363,2024-01-15T10:39:23Z,51.5098167,-0.1268064,51.17,5.32,-0.141,135,99.1,32.6,AutoFlight
2364,2024-01-15T10:39:24Z,51.5098,-0.1268085,50.33,4.44,-0.054,135,99.1,32.3,AutoFlight
2365,2024-01-15T10:39:25Z,51.5097833,-0.1268107,48.16,4.76,0.013,135,99.1,32.8,AutoFlight
2366,2024-01-15T10:39:26Z,51.5097667,-0.1268133,48.96,5.16,-0.02,135,99.1,32.5,AutoFlight
2367,2024-01-15T10:39:27Z,51.50975,-0.1268162,49.53,4.35,0.086,135,99.1,32.8,AutoFlight
2368,2024-01-15T10:39:28Z,51.5097333,-0.1268193,49.98,4.84,-0.135,135,99.1,32.7,AutoFlight
2369,2024-01-15T10:39:29Z,51.5097167,-0.1268227,49.63,5.17,0.067,135,99.1,32.3,AutoFlight
2370,2024-01-15T10:39:30Z,51.5097,-0.1268264,49.41,4.95,0.033,135,99.1,31.6,AutoFlight
2371,2024-01-15T10:39:31Z,51.5096833,-0.1268303,50.15,4.56,-0.037,135,99.1,33.6,AutoFlight
2372,2024-01-15T10:39:32Z,51.5096667,-0.1268345,49.21,4.69,-0.041,135,99.1,32.4,AutoFlight
2373,2024-01-15T10:39:33Z,51.50965,-0.126839,48.96,5.1,0.064,135,99.1,32.7,AutoFlight
2374,2024-01-15T10:39:34Z,51.5096333,-0.1268437,50.28,4.92,-0.095,135,99.1,32.5,AutoFlight
2375,2024-01-15T10:39:35Z,51.5096167,-0.1268487,50.42,4.75,-0.021,135,99.1,32.4,AutoFlight
2376,2024-01-15T10:39:36Z,51.5096,-0.126854,51.81,5.34,0.135,135,99.1,32.8,AutoFlight
2377,2024-01-15T10:39:37Z,51.5095833,-0.1268595,49.51,5.18,0.152,135,99.1,31.9,AutoFlight
2378,2024-01-15T10:39:38Z,51.5095667,-0.1268653,50.05,5.04,0.056,135,99.1,33.0,AutoFlight
2379,2024-01-15T10:39:39Z,51.50955,-0.1268714,49.84,4.95,0.315,135,99.1,32.1,AutoFlight
2380,2024-01-15T10:39:40Z,51.5095333,-0.1268777,48.9,5.04,-0.056,135,99.1,32.3,AutoFlight
2381,2024-01-15T10:39:41Z,51.5095167,-0.1268842,49.9,4.32,0.009,135,99.1,32.5,AutoFlight
2382,2024-01-15T10:39:42Z,51.5095,-0.1268911,50.95,5.05,0.116,135,99.1,33.2,AutoFlight
2383,2024-01-15T10:39:43Z,51.5094833,-0.1268981,50.42,5.14,-0.033,135,99.1,32.6,AutoFlight
2384,2024-01-15T10:39:44Z,51.5094667,-0.1269055,49.74,4.3,-0.013,135,99.1,32.9,AutoFlight
2385,2024-01-15T10:39:45Z,51.50945,-0.126913,50.71,4.92,-0.079,135,99.1,32.2,AutoFlight
2386,2024-01-15T10:39:46Z,51.5094333,-0.1269209,49.97,4.65,-0.101,135,99.1,32.2,AutoFlight
2387,2024-01-15T10:39:47Z,51.5094167,-0.1269289,50.17,5.17,-0.081,135,99.1,31.3,AutoFlight
2388,2024-01-15T10:39:48Z,51.5094,-0.1269372,49.84,5.29,-0.148,135,99.1,31.8,AutoFlight
2389,2024-01-15T10:39:49Z,51.5093833,-0.1269458,49.46,5.49,0.111,135,99.1,32.1,AutoFlight
2390,2024-01-15T10:39:50Z,51.5093667,-0.1269546,50.62,4.79,-0.003,135,99.1,31.3,AutoFlight
